deviceId;deviceName;Dictionary;Load;Count;Sort;Config;Reshape;Build;TreeMemory;TreeLevels;Depth;TreeMemoryUniqueOnly;ChildrenMemory;ChildrenCountsMemory;ScanMemory;PreScanMemory;PermuationMemory;LengthsMemory;MasksPartsMemory;ContainerSumMemory;ContainerItemsMemory;ContainerStartsMemory;ContainerLengthsMemory;Find;Match;RandomCount;RandomMatch;RandomSort;RandomSortedMatch;HitRate;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_tokyo_012016.txt;5.008672;576846;3.603904;{2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1};2.312992;37.151550;10441376;{1,8,25,38,52,107,260,631,1320,3001,9187,33782,1560,442,46,21,};16;3519224;807480;64;64;64;2307384;2307384;2307384;2711552;2307384;202116;202052;1.528672;1.161280;100000;0.443136;10.388768;0.345920;0.000002;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{23, 1, 8};2.367680;16.341248;43138456;{1,32934,222,};3;36347068;33817920;12;12;12;2263796;2263796;2263796;2529112;2263796;132664;132652;1117.587524;105.829216;100000;563.292603;2.723136;542.059692;0.000723;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{23, 1, 1, 1, 1, 1, 1, 1, 1, 1};2.241568;28.955072;43148448;{1,32934,222,170,139,91,57,39,4,};9;36357060;33823712;36;40;40;2263796;2263796;2263796;2533232;2263796;134736;134700;1102.688721;104.924385;100000;559.195251;8.248032;550.707092;0.000723;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{16, 16};5.074720;11.661600;9320808;{1,425,};2;2529420;262152;8;8;8;2263796;2263796;2263796;2267244;2263796;1728;1720;59.316448;11.234592;100000;32.610912;1.673248;31.661312;0.000694;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{16, 8, 8};2.175008;12.703456;9757824;{1,425,222,};3;2966436;697360;12;12;12;2263796;2263796;2263796;2269040;2263796;2628;2616;58.046272;10.398848;100000;32.914623;2.409568;31.741695;0.000696;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{16, 8, 4, 4};2.152896;14.780256;9772528;{1,425,222,57,};4;2981140;711576;16;16;16;2263796;2263796;2263796;2269516;2263796;2868;2852;60.048351;11.603520;100000;35.633438;4.571264;34.486687;0.000694;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{16, 4, 2, 2, 8};2.240512;18.767328;9849680;{1,425,4268,16556,222,};5;3058292;622560;20;20;20;2263796;2263796;2263796;2435672;2263796;85948;85928;32.973057;0.925536;100000;31.535423;3.872128;31.564993;0.000694;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{16, 4, 4, 8};2.137440;15.130816;9657160;{1,425,4268,222,};4;2865772;562520;16;16;16;2263796;2263796;2263796;2303204;2263796;19712;19696;33.882015;1.499072;100000;32.198463;3.109152;31.500511;0.000696;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{16, 2, 2, 4, 8};2.268704;17.323360;9665480;{1,425,1195,4268,222,};5;2874092;561248;20;20;20;2263796;2263796;2263796;2312784;2263796;24504;24484;26.259808;1.520224;100000;31.927263;3.815808;32.128353;0.000694;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{16, 2, 2, 2, 2, 8};2.189248;20.061152;9858000;{1,425,1195,4268,16556,222,};6;3066612;621288;24;24;24;2263796;2263796;2263796;2445252;2263796;90740;90716;25.776287;0.933312;100000;31.841280;4.513024;31.510977;0.000694;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{14, 2, 2, 2, 2, 2, 8};2.375520;21.697121;9666256;{1,201,425,1195,4268,16556,222,};7;2874868;427904;28;28;28;2263796;2263796;2263796;2446880;2263796;91556;91528;24.552320;0.990080;100000;4.645568;5.552800;4.717216;0.000714;
0;GeForceGTX980;.\..\..\data\ip\data-raw-table_australia_012016.txt;5.884832;565949;3.696704;{14, 4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1};2.276832;30.638847;9630544;{1,201,1195,16556,222,170,139,91,57,39,4,};11;2839156;425600;44;48;48;2263796;2263796;2263796;2413416;2263796;74832;74788;33.080799;1.119328;100000;4.790880;8.417728;4.520128;0.000714;
